seq0
0.625883769
0.626292304
0.626172385
0.626469341
0.626680559
0.626490475
0.626549083
0.626299954
0.626918777
0.626742127
0.626411035
0.626659892
0.626560086
0.625563484
0.626589666
0.626770731
0.626660477
0.626649462
0.626889122
0.625883469
0.627071075
0.626839336
0.626839336
0.626111943
0.626111943
0.626111943
0.626281889
0.626801471
0.626801471
0.626950598
0.626963314
0.626963314
0.626599949
0.626509293
0.626509293
0.626801185
0.626801185
0.626969579
0.626969579
0.626987632
0.627257249
0.627257249
0.627097796
0.627097796
0.626628628
0.626628628
0.626592704
0.626592704
0.626592704
0.626748696
0.626748696
0.626928169
0.626928169
0.627179025
0.627179025
0.627179025
0.626451423
0.626451423
0.626730628
0.626819238
0.626819238
0.627517138
0.62725609
0.626678801
0.626678801
0.626092992
0.627127395
0.627239541
0.62607175
0.626730343
0.626869668
0.626440827
0.626380191
0.626430094
0.626402017
0.626811061
0.626589687
0.627108603
0.626558551
0.627208531
0.626739257
0.626481456
0.62769655
0.62690905
0.627229755
0.627347181
0.626729816
0.626380671
0.626400693
0.627029134
0.626522611
0.626918204
0.627316681
0.627497417
0.627089604
0.626638715
0.627157231
0.627090235
0.627197426
0.627276502
0.626948852
0.627008229
0.626598956
0.626838207
0.627457134
0.627537192
0.62603345
0.626869368
0.627047278
0.626720993
0.626509339
0.625403098
0.626510061
0.627686689
0.627635344
0.626829805
0.627567176
0.627317267
0.626978809
0.627817734
0.626769274
0.62658944
0.626190752
0.627008016
0.626559678
0.626250366
0.626670954
0.626779452
0.626548615
0.626889298
0.626910928
0.627090899
0.627088927
0.627725169
0.627339152
0.627338011
0.62703862
0.626967054
0.624797616
0.62529438
0.6249664
0.625315288
0.625026119
0.625135472
0.624946755
0.625973466
0.625973466
0.625304481
0.624519311
0.625183076
0.625183076
0.625007796
0.625622948
0.624659344
0.625505706
0.625584454
0.624817688
0.624994899
0.624398219
0.625215121
0.62501492
0.625334965
0.624816568
0.625624421
0.625793766
0.625544292
0.624646415
0.624149226
0.625386179
0.625105168
0.624837566
0.625644911
0.624786701
0.624608146
0.62532538
0.625604459
0.626052301
0.625970531
0.624797283
0.624917459
0.625682367
0.624636074
0.624786625
0.624597262
0.624975613
0.625714478
0.625084905
0.625673649
0.625544785
0.625204854
0.624239834
0.626281871
0.624895933
0.6258043
0.625345367
0.62478646
0.625435016
0.624949248
0.625943325
0.624676462
0.625673918
0.625295923
0.625106701
0.624867614
0.625117688
0.62551623
0.625603347
0.625006022
0.625483563
0.625176481
0.624906529
0.62487785
0.625126166
0.624747563
0.625244401
0.625434877
0.625495815
0.625344622
0.624874843
0.624887485
0.624946558
0.625592888
0.625035513
0.625265279
0.625493939
0.625514181
0.62533563
0.625495395
0.625692286
0.624816177
0.625535766
0.624817425
0.625634677
0.624975522
0.625036557
0.625514287
0.625124001
0.625514124
0.625315516
0.625624225
0.624487009
0.626052119
0.626093293
0.625066451
0.625473132
0.625831633
0.6253463
0.625435072
0.624963803
0.625593877
0.625863993
0.624755692
0.624956337
0.624956337
0.624687991
0.623756384
0.625136089
0.625752791
0.62522644
0.62522644
0.625733818
0.625404483
0.6255929
0.625185418
0.625255212
0.624605349
0.625063545
0.625575044
0.626262453
0.625065726
0.625385198
0.624637577
0.625585355
0.625384373
0.625175243
0.625404051
0.62570347
0.625354341
0.625395886
0.624747935
0.625503705
0.625613177
0.624519687
0.624675455
0.624756504
0.625613629
0.625355843
0.624616231
0.625653236
0.626760511
0.626130958
0.626400348
0.626191503
0.626360065
0.627100397
0.626720046
0.626520853
0.626631963
0.626522521
0.626371593
0.626163546
0.626140758
0.626688692
0.626720889
0.627059964
0.627417905
0.626519848
0.626300059
0.626879831
0.626958382
0.626809032
0.626712941
0.626829418
